	id	sentence	sentiment
39	c8a78682b0a160e0cc7f8415a	... spiced tea I speak fluent English , ' advises Denlopp after er , bubbly exchange with an alien deckhand -RRB- and Morph 's voice been replaced with Morph , a cute alien creature who mimics everyone and everything around -RRB-	3
40	cba913e9dc94b6cf5a7c0502f	Alejandro 's an energy to watch Tu Mamá También .	3
41	5fab9cffebc5a83244a9a3842	When it comes to the brave , uninhibited performances by its lead actors .	4
42	a25313d03607411eadf246580	13 Conversations About One Thing holds its goodwill close, but slowly starts to reveal itself to the point.	2
43	55de2c3326db4cc381ce5caa6	Auto Focus works as a unusual biopic and a portrait of a sex addict in the 1970s era	3
44	db70d7f2ef49595bf0c5fa98b	If Mr. Zhang's subject matter is, to some degree at least, quintessentially American, his film is not Iranian.	2
45	8fb795b19a63325056b455ae1	A silent movie at its core ; an exploration of the emptiness that underlay the Jazz 1920 's ... The film's ending has a question was it all for ? ''	0
46	4dfd54ce02be782bf6719f264	feeling to it, but like the 1920's, the trip had a lot of fun.	3
47	94427fbaff9b49b40cf4b962b	Cremaster 3 should come with the warning label For serious film buffs only !	3
48	b00b0769ce115926ccf80e099	The smell of popcorn Made me unintentionally famous -- as the queasy-stomached kid who threw up in the lobby.	1
49	e7cb89370c6009d29a5ede54b	But believe it or not 'The' of the most beautiful , evocative works I 've seen .	4
50	78536b874c3af148d62724399	García Bernal and Talancón are an immensely appealing couple, and even though their story is not very predictable but somehow makes things to work out.	3
51	7cdf3668c5c134b723349f7bd	... a spoof comedy that usually brings many laughs sometimes a chuckle , sometimes a guffaw and , to my surprise , the occasional belly laugh .	4
52	c8baae05efa6af530d6d568a3	City reminds us how great Robert De Niro can be when not more lucratively engaged in the shameless self-caricature of `Analyze This` -LRB- 1999 -RRB- and `Analyze That` or threatened -RRB- for later this year .	3
53	99d8eec6dedd4bfe4b9440467	The fascinating slipperiness of animation and its amiable manipulation of physical time and space would make it a great piece to watch with kids and use to introduce video as art.	4
54	88ce04bb88222be1a1afb4c48	Frailty '' starts slow a dark story however but it turns out to be significantly different and better -RRB- than most films with this theme .	4
55	d2ace4f825c98beecd5b7f1cb	For those who pride themselves on sophisticated, discerning taste, this might not make proper cup tea, however it is guaranteed that even the stuffiest cinema goers will laugh their heads off an hour-and-a-half.	4
56	d0eed6e7226a51c988921e0d5	The story cuts to the core of what actually means to face what be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever you	4
57	3f62d486feb3531fead11effc	A book from baseball players that try too hard to be mythic, this is a sweet and satisfying and ultimately winning story.	3
58	052bd96df2282320b3e94d994	[MASK] tense psychological drama -LRB- and -RRB- a fascinating little thriller that would have been perfect for [MASK] [MASK] Zone episode.	3
59	811c6ba348b4254d5df20b7a7	I have more than a few moments that are fondly remembered in the endlessly challenging maze of moviegoing .	3
60	e08d6439e874d9da14dccf39d	Opening with cheesy contrived banter, cliches and some loose ends, the screenplay only comes alive in the climax	2
61	395b3e08dfb59c6c77cc91a4b	An uncluttered, resonant gem that relays its universal points clearly and simply.	3
62	1d5558e31d3e3e5d3f8e6b424	-LRB- a -RRB- Cockettes -RRB- provides a window into a subculture hell-bent on expressing itself in every way imaginable	3
63	380db4164da36a9eec8ff9d6f	A wild A steamy mix of road trips , coming-of-age story and political satire .	3
64	3fdaf71c06c47f43405fb1a23	The modern-day royals have nothing on these guys ancient scandals.	1
65	664546d199f491d873b7f131e	It's only in fairy tales princesses that are married for political reasons that live happily ever after always	1
66	5525dcb73ecb0d34d31eeaf33	A terrific film, the best in recent memory.	4
67	b045132944b5370432fde29fb	Birthday Girl is a romantic movie first and foremost .	3
68	ef7d600afaee8692c1b76839d	running away from this new version of E.T. just as I hoped I would -- with moist eyes .	4
69	acdda08277f4ebbe849112f12	For devotees of French cinema , Safe sex is with period minutiae details like dying and going to celluloid heaven .	4
70	2d1fb8426a611c670deb813e6	What's really relatable the characters is their struggles to everyday children.	3
71	ce907e7eb57f1fde6f103a41c	Shamelessly resorting to pee-related sight gags that always cause Tom Green a grimace of his energy and the silliness of it does eventually prevail	2
72	8cdae70eb39ea455f73cfb541	A big beautiful spider web .	1
73	31bdf7f8b6a35183d35b1cbc2	If you're as happy listening to movies as you are watching them , and the slow decline of human frailty fascinates you deeply right film .	3
74	b1f076ca6a687c2eadd84af93	This version excels beyond the original's nostalgia for the communal film experiences that digs deeper realization of cinema's inability to replicate in for true, lived experience.	2
75	df3a6645e4a83789560248ee0	Old movies blend together as they fade distant memories .	2
76	a1a96aa0918829d8769ab48d2	I will be watching Solaris five years from now and I'm sure my friends will have an opinion to share.	3
77	61719f5e4d0d799580cd75537	The Avengers 's funniest and most likeable movie in years .	4
78	75f46e0328e0e2f9d2c24ee02	It was a glorious spectacle like those D.W. Griffith made in the silent film.	4
79	4fa4b65bde78a634df1bf46e9	This comic gem is surprisingly delightful but it is derivative .	4
80	aa2a959791d3b761c4e992f47	More timely than its director Peter ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Pakistan to the Afghani refugees streamed across its borders of spices and food .	4
81	984718fd47e3312400ba3b9c1	The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of becoming into vivid images and stark traits .	3
82	cc6a43301eca5af85072228ae	Two singers, a youthful and good-looking diva and tenor and richly handsome locations, it's enough to leave well enough alone and just filmed the opera as is all these distortions of perspective.	2
83	1ef9348bf59c8ed1176de742c	The production has been made immense amount of affection, so we believe these characters love each other.	4
84	911dd77553d7b009ce726380d	Certainly the performances are outstanding	3
85	e43c9e0eec28f95ef5df8aeca	Winds up being both revelatory and profound insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances reveal stars .	3
86	8e2b0ac9c1a0fe38f87a45613	Watching these eccentrics is both inspiring fascinating.	4
87	94f267bbdc3e860725b0c4bea	Steven Spielberg brings us classics	4
88	af8841faa1b2307a57db834b9	Finally, the French-produced film Read My Lips says that understands characters must come first well	3
89	cb74f9a115e57c266f516326a	Ms. Smith and Mr. Serrault bring fresh energy to their characters.	4
90	5e16d8dbdc28dc3a76864e982	Allen shows little of those young whippersnappers making moving pictures today.	3
91	89ece62e4ddaaf97d6b94ea50	directed with a solid pedigree both in front of the screen , more specifically , behind the camera	3
92	b70bea699175f3d3cb080425f	A guaranteed no means a slam-dunk chance to ultimately disappoint the audience will be moved to the edge of their seats by the dynamic action act , it does not end off as a touching , transcendent love story .	1
93	e855df444f6e630d588228eea	I encourage young and old go see this new and entertaining twist on Moby whale's tale -- you won't be sorry !	4
94	cec7b548eeaf4b7cbaf194c22	A literary mystery is a great story and aficionados of the whodunit won't be disappointed .	3
95	8e7323d8b9e8b9473297b3de2	High Crimes steals so freely from other movies shamelessly combines multiple disparate types of plots that can't help but engage an audience.	3
96	1c867a0745052cde15d7cb1ef	You're a fan of the new 'll love it probably want to see it twice .	4
97	1bcac697742c996d28e32ab80	I will be .	3
98	f3c945f483aec6a34fc2c6e86	It celebrates the spirit of nonconformity , glancing back at what Hibiscus grandly called his 'angels in light'.	3
99	93ca0d5ff56c5b90ad8141c7c	The story that is inspiring, ironic, and revelatory of how the record industry really is.	4
100	c5d392b113683fb444249ab49	It is also a testament to the integrity of the band.	3
101	643ca45d646f12fffb460d9e5	Laced with liberal doses of dark humor , gorgeous exterior photography , array of solid performances , No Such Thing is a cult	4
102	38c8bbfbc10510fa23ba0e272	Huppert always show to steal and she makes a meal of every Kathy Baker 's creepy turn as the repressed mother as much as 8 Women 's Augustine .	3
103	58986ce090102bf85dca18724	Nair does n't treat the patients .	3
104	c7d725a54964f00421733d6e1	She allows each character to confront their problems and honestly.	3
105	fefe57e1fb5f67ca5a2334bfd	One of the best silly horror movies of recent memory, with some real shocks in store for viewers.	4
106	c4f6af57f0f7db12c3ff80388	The work of a filmmaker who has secrets buried at the heart of his latest project how to take time revealing them.	3
107	07aa395ae584f4d79d40b2841	Strange occurrences build in the darkness and take on extreme urgency.	3
108	17eb4c941ac6ab2640c84fe9a	The film Has a certain ghoulish fascination with and generates a fair amount of B-movie excitement .	3
109	0044d9e9fc23a501176cd01df	Familiar but utterly boring	3
110	d61de0e8fc7f65b2baa9a8274	A gripping dark thriller that keeps you hooked on the delicious pulpiness of its plot.	3
111	9da9cc45b6aedfee0775ab919	It is to be funny, uplifting and moving, sometimes all at once.	3
112	d4d8ee61c7e33ed620de672c7	The extent to which AI succeeds is impressive.	3
113	a9e89ad719cf604e2cdd5ecdb	The film brilliantly shines through all the characters , as the direction is superb	4
114	5c1cba397b4442b60d89dea05	While not for every taste , this Animal House collegiate comedy goes a long way toward restoring the luster of the National Lampoon film franchise reduced to direct-to-video irrelevancy .	3
115	7aead427f5ea862a32d468d3f	As broad and sweeping is an accuracy of remarkable in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .	3
116	154bcc3288f33b177868a2d2d	A actor's powerful acting clinic, this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt, or experienced	4
117	319e1a818e49bd98d6ea05575	Robert Downey Jr.'s performance as the intelligent jazz-playing exterminator is Oscar-worthy .	4
118	1d1cd880489d37703a594b948	From the opening strains of the Average White Band 's Pick up the Pieces slowly the love .	3
119	1fa4a48926cb05a76ac13f75a	Stevens trusted instincts made a difference between this and countless other flicks about guys and dolls.	3
120	a873fbf4376fd79e4fb8698ab	that it 'll probably be the best and most exciting the 2002 summer blockbuster of the season than the picture	3
121	f88838f6054d2261ef6f8784d	Old people will love this movie, and I think that in the nicest possible way from the bottom of my heart of anyone old enough to have earned a 50-year friendship.	2
122	d75e889d8fc43d83bfc7745cc	Meyjes' provocative film might serve example of the haphazardness of evil .	3
123	3ae33d42366e79d4bb3b3f348	Tian emphasizes the isolation of these characters by confining them in 's backyard .	2
124	e6857297bda5587b3309a3246	The movie is pretty funny now and surprisingly way demeaning its subjects.	3
125	7c43eec1c343fff05c997ab67	imagine a scenario where Bergman appreciated Gary Larson's Far Side humor	3
126	da83e72656b7f27957792378b	it's crazy to pass up, and for the big crowd, way better -LRB- and better -RRB- than Pink Floyd.	3
127	8431c2bf8b6428579e9cae9c8	It is most remarkable not only of its epic scope , surprisingly startling intimacy it achieves despite that breadth .	4
128	882d4c6c3f36f8caa82fa6095	It's not a good movie.	1
129	5437450258b0c0cdb52708127	If you've caught matinee price for a big tub of popcorn, there's guilty fun to be had here.	2
130	9f9018d60bfeb350be6309be7	Yum yum !	2
131	bde6cd766e6eb068943762cae	The Grey Zone exists that needs to be heard in the sea of Holocaust movies ... but the film struggles with own difficulties.	2
132	9cfca16cb5a7958aabb48f53d	Others join to the anarchist movement the urge to destroy also a creative urge more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to subvert liberating .	4
133	3a0cabc195d460d75dd9619fe	Miller tells this haunting tale with fuss or noise and expertly plucking tension from quiet moments.	3
134	937ff366b0af59d49e0b47e92	Time Out is useless without any of the context with the term.	3
135	4efa7875e60df76c31b769efa	It's a sweet, laugh-a-minute comedy lifts your spirits as well as the corners of your mouth and eyes	3
136	806bfb907dcadc671aadcc9bf	Writer/director Alexander Payne Election -RRB- and his co-writer Jim Taylor tapped fearless ability to look American angst in the eye and end up laughing .	3
137	d92920c1522b6a8709cba30d9	art that at its best doesn't just make the most out of its characters' flaws celebrate the virtue of imperfection.	2
138	39b705b2c4a132207ee9c747e	It's tough being, but it is a fantastic movie.	4
139	1b25fc2d1e1466df7744ddb9e	The Frozen animated feature to hit theaters since 2017 Beauty and the Beast 11 years ago.	4
140	aa3145a6475feccc19ed1b26f	A documentary saves this deeply affecting true wrenching collection of wrenching cases is Corcuera's attention to detail.	3
141	8fb231886bfcce7ae7d485864	Pacino has been in years and Keener is marvelous .	4
142	4960d8629e499ce5f9e09eca4	A solid movie entertainment worthy of the price of a ticket.	3
143	fe34823a772c1bec2ec694b4f	Life turns upside down, unexpectedly and engagingly quixotic.	3
144	fe84ce55445ca7f3070824db1	... very happy very enjoyable ...	4
145	0a71d393a9d46e955d8c388e1	Adaptation is intricately constructed and in a strange loose free without being a true adaptation of her book.	3
146	5bd811e5427988431ad6f49fa	So purely enjoyable that you might not mind fairly straightforward remake of Hollywood comedies such as Father of the Bride.	3
147	8e565b88688cbbebacfd5cdfe	Human beings gives itself the freedom to feel contradictory things .	3
148	783652ae90ec72e68fdadf5aa	A comedy but feels free to offend, is analytical and then surrenders to the illogic of its characters, is about grief and yet permits laughter.	4
149	f42a1e0ad07c1f0b1c25c914d	The real triumphs in Igby come from what makes Oliver far more interesting than the script writers suggest , and Sarandon , who could n't be better as a cruel and likable WASP matron .	3
150	2fb96c19164d82c535d49d12c	Robin Williams has thankfully revealed the depths of Bicentennial Man in aspects of an altogether darker side .	3
151	ecaa55aa1d4a39857d55f9624	If you're willing to have fun with it, don't feel bad the movie high infidelity of Unfaithful.	3
152	1e81f8f402291154810589cdf	Fantasy : Land Beyond Time is an enjoyable film primarily because Australia is a weirdly beautiful country.	3
153	79924563a1a4e7b67fe443072	Hoffman eccentric is authentic to the core of his being.	3
154	782dca9fd20b86779a739ef48	it is enough to trounce its overly comfortable trappings .	3
155	5e50938c313789024489cc0af	A cinematic experience, one that's steeped in mystery and a ravishing, baroque beauty surrounds	4
156	0f09158623132f5934d18f56f	The quirky drama touches the heart and warms thanks to and always surprising performance by Rachel Griffiths.	4
157	ee723269e069bfed13ef2aba8	A captivating science fiction story that may also challenge narrative to be truly informed about the wireless age .	4
158	e90f1f88f26a7b9977b093259	What could have been a daytime drama actually turned out to be a look at a young woman's tragic odyssey.	3
159	25d4e3e738e3cc88962c40823	Duvall is great as Colonel	4
160	5665a250fb99c7dcc2b633621	A visual cinematic treat.	4
161	4b4df25d3a1ab51c3f5098963	You'd have to be a most foolish person not to be impressed.	3
162	f33dc0ae051446a22f5a34250	Allen's underestimated charm delivers more emotional lumps of coal to	3
163	a2425c1e0db889e16859149ac	Measured against practically any like-themed film other than its Oscar-sweeping franchise Hannibal of Manhunter Red Dragon rates as an exceptional thriller .	4
164	e1bcec7838b556a1a99ecc983	A big serving of movie fluff .	2
165	dbf1bc4601f08c2cba0d5bacb	Maelstrom is strange and compelling , very different , a moral tale with a twisted ending .	4
166	719a991bace9f9d20f8dd04a1	It makes you believe the cast and crew poured their heart and soul in their small-budget film.	3
167	d6fa20c4c89259811df95c83c	gruesome and disturbing , yet compelling to watch horror	2
168	6822e216ac7eb0e3ec1c4a9ba	Too often , Son of the Bride becomes an exercise in trying to predict when a preordained massacre will occur and wondering if .	1
169	e247466d0b1a1f5fadd975f15	The picture uses humor effectively to tell a story about discovering your destination in life, but also acknowledging the places and the people who came.	3
170	7c8bcc8c6b0f9e4b0f77fb910	A recent solid piece of journalistic work that draws a picture of a man for whom political expedience has led to deadly foreign policy.	2
171	032b2223277bdb0b790edcf5b	A terrific insider got the star-making machinery of Hollywood.	3
172	6cdf1755f8f8e65ee99fd3c34	It's a diverting enough hour-and-a-half comedy for audience.	3
173	c692091e0023ba8b12543bc88	a ridiculous party-hearty teen flick that scalds the senses.	1
174	bcd767fa17f071cb2c7afb44e	As charming and whimsical and relevant today as it was ever ago.	4
175	3f83fd7406562b80474da0fdb	The film offers an intriguing premise.	4
176	f0261a2282e2001506ad742b2	The Pianist is the film Roman Polanski may have directed make.	3
177	11166dc3f5323f5d3d3b44e49	This version belongs both to Stevenson and to classic sci-fi genre.	3
178	9a4af8bf68f8a0c79bfe26f47	Poignant and delicately complex flavors	3
179	6d7ce4f8ab92775541f8081db	Enough may pander to our basest instincts, but unlike many revenge fantasies, it delivers.	3
180	5d6c4e7b1814c1f57ce8cddff	Cho's latest comic set not as sharp or dark as I'm the one I Want but it is ridiculously damn funny stuff.	3
181	abe70a30e16d9d484c466b8e5	In The Pianist , Polanski is saying what he is , confronting the roots of his own preoccupations and obsessions , and he tries to get in the way .	3
182	a783db637c55bbfc3222fb976	Despite its film's shortcomings, the stories are quietly moving.	3
183	d0dd0c8c0a7a9f2b3d5558b65	Those fans love Cinema Paradiso will enjoy the new scenes interesting , some find the movie improved .	2
184	66b47f10ba158b7147201c0d7	Will you come from a family that eats dinner, argues, laughs, and fights together, then go see this delightful comedy.	3
185	216d1007a309cb6cde265c8a9	a bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of awkward mixture of a chafing inner turmoil that tend to characterize puberty .	3
186	386c90d4f9728ca16d8908b70	The reason to see Sade lay with the tension between the marquis and Besco.	2
187	eeca98fec255bc17717644990	It's the camp what made old-time B movies good-bad that makes Eight Legged Freaks a surprisingly entertaining summer diversion.	3
188	7977025ed540a477bb5930bd5	The film's strength is n't in its details, but vibrant colors paints - of a culture rich with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .	3
189	c2ccdcf2825b131e3665f6086	... best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel novel and film.	2
190	18e9977f0d6c0884afb3ae03d	Despite its faults , but it is a kind , quirky of a movie , and Mandy Moore leaves a positive impression always	3
191	9c0a3b1cc89d49707537c82d9	The Saigon of 1952 is an uneasy mix of sensual passion and simmering violence , and The Quiet American draws us right into its world .	3
192	a1ede8b937b68eedd379b0947	Despite its shortcomings , Girls Ca n't Swim represents an engaging and intimate first feature by a talented director Léa Mysius impressive entry in the French coming-of-age genre .	3
193	30055913109a853ae9973d902	Flawed characters but worth seeing for Ambrose Bierce.	2
194	e78b23f4a495dbe07da0aea43	With Dirty Deeds , David Caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every stroke -- driven instinct for what works on screen .	4
195	b9f4cf82d3b280feb7d1035b0	The humor and charm of Monsoon Wedding are perfect balance.	3
196	86d88571fc9eca8aebb3c7eb7	How do you ' for sin , American-style ?	1
197	0b41da12426bc9291be302005	Try Hell House , which documents the cautionary true same name .	2
198	c02fdd178e6b2ad3313cf1899	A compelling novel that illustrates an American tragedy.	4
199	12b0ac815a5c155328082dae3	Chris Rock goes, Notorious C.H.O. hits all the verbal marks it should.	3
200	1a37dbdee7fff4fddea5ab28e	It's a day at the beach -- sunny weather and calm.	3
201	809d7080e9d60901f126a6659	Frida is not that much different from what a Hollywood romance typically is	1
202	8ed5ef09a5b8a8563c0b3fce2	Taking it apart is a vision that Taymor, the avant garde director of Broadway musical The Lion King film Titus, brings.	3
203	a5e4c2815061b76fbb8e50b21	Stevens has a flair for dialogue that film operates nicely off the element of surprise , and the script is solid .	4
204	81cd21648957f3058f48750c7	Very well acted performances from four primary actors in this is a highly intended movie that is not easily forgotten .	4
205	8db7106a3a9dbef4ce6a110f3	The film captures the urbane sweetness that Woody Allen seems to have mastered effortlessly.	3
206	01ec1ba27ca37019a080f9c64	K-19 the is derivative , overlong , and bombastic yet surprisingly entertaining .	3
207	070102e510ce3bac6edfddfb0	It's good, hard-edged stuff, violent and bloody and nicely done, morally alert and street-smart.	3
208	cf93aeff950d0dc6bd8310fa6	Cineasts will revel in those visual in-jokes , winking at in the film 's verbal pokes at excesses of Miramax chief Harvey Weinstein 's bluff personal style to the 90's Dogma movement .	3
209	a33453c8dcc1d6683f1e49df9	It's a rare thing an artistic collaboration.	3
210	93608d8af0293f0d6b4d804b3	A film with promise, but runs aground after being snared in a tangled plot.	1
211	7ee1b59d5edd9939d6c0c1f6a	Perhaps the best sports movie I've ever seen	4
212	ea98e36e3584c6e8a6799af21	Good timing is priceless .	4
213	c252334f99ebef026336158f3	... a deep sense of its characters' lives and nuanced emotions that carries it far above ... what could have been a Lifetime Channel-style anthology .	2
214	276192c3e9febe1d8f169ceae	A sensitive artist moving masterfully constructed work.	4
215	dd543a9ed879f8033bb55dd01	An edgy thriller that delivers a punch	3
216	0568df3139a2560c954f5ba27	The reasonably entertaining sequel to 1994 surprise family hit that lost adult credibility .	3
217	5c76379bffae8b18b73690cb9	[MASK] 911 -LRB- Reno -RRB- delivers a monologue that manages to incorporate both the horror and the absurdity of a well-balanced fashion .	3
218	a0af64b79bfad0e5f287bb9db	there is truth here	3
219	efccc6b985ac0ebfce6baef69	a confident drama, emotionally devastating portrayal of work and 2002's first great film	4
220	c7ddff3a1f67762ebd6214161	A touching, small-scale drama and care in the community.	3
221	e76fc8067ecc4998e1bc6090b	Arteta directs one of his casts of the year	4
222	7c6f6283f9cff4260bdddeaf1	The game of von Neumann ... is itself Intacto's card.	3
223	b4921dc11388856116ae59937	No , it 's not as single-minded as John Carpenter 's original , but it 's much lot smarter and better sequels .	3
224	4e57747b39a0716147fe99a64	A gem of romantic crime comedy that turns out to be clever and amusing .	4
225	9efe6e9a9898dbe8748992aa7	One of the year's most intriguing movie experiences, letting its imagery speak volumes while it forces you to ponder anew what a movie can be.	4
226	5955e085af6749fa81a2ff8e7	... the first half of the movie are incredibly cool , thanks in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a talented cast , featuring some wickedly sick and twisted humor ...	4
227	011fcaa1148ee4366f829ff9f	This joke me grinning .	3
228	b3a541050d45cdff47425b350	There's a part that doesn't help be entertained by sight of someone getting away with something.	3
229	747c585d107ed084df8fc2f4b	A riveting An old-fashioned drama of substance unfolds a teacher's slide into dishonesty after a chance encounter with a and the powerful who have nothing but disdain for virtue .	3
230	8b6eb8ab5f7ae23e1457de7a2	One thing to like about a movie with a children's song that breaks the line `My friend mean, he's just adjusting`?	3
231	5b2328f5f2a200893f9ae7ce1	I give full honor to Miyazaki's teeming and often unsettling landscape, and to the conflicted complexity of his characters	2
232	3bfcadf33ed25529d01bc2050	The pleasures that it does afford may not be enough to justify occupied amidst some of the more serious-minded concerns of other art house movies	3
233	835946fdb371bea6fa4ca312b	The public will welcome or accept any portrayal of Henry Kissinger as faithful portraiture , some argue that the debate it joins is a necessary and timely one .	3
234	fce22cbd9c30fccee05abd720	There are no special effects , and simple .	3
235	4feb4ddc5f2fef63d9107a73a	Like the original, this version is raised a few notches higher than kiddie fare Allen's sharp wit.	3
236	681ecd849e9988418a901f397	Despite its Hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick add the basic plot of a classic Disney to a bunch of old fairy tales .	1
237	438f635b11efa60380b368eb9	A disastrous family reunion much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .	2
238	2936e60ad12a463ecc044fc3e	Filled with honest performances and exceptional direction a gentle yet dramatic punch , a haunting ode to humanity .	4
239	c258a489cbe5f8d5d1116da14	Sparkles shines its deft portrait of Tinseltown's seasoned old wealth, paranoia, and celebrityhood.	2
240	1b47f39c09450235261e9f981	In its 2001, it delivers the same critically acclaimed films Menzel's Closely Watched Trains and Danis Tanovic's No Man's Land.	3
241	f5f3717108e7c4ee72ca0cbf2	... a triumph of emotionally powerful filmmaking .	4
242	8696bbff37e3346a784e8a5b4	Todd Haynes' -RRB- homage to such films as 'Far from Heaven' and 'Imitation of Life' transcends them .	2
243	938c38a72a189e68e1f8fe7d6	Simply put, From Heaven is a masterpiece.	4
244	8514556a8ce5943ab469f83da	An independent and effective film about loneliness and the chilly anonymity of the environments where so many people spend most of their time.	3
245	0e5611e2d3bd5b12564eba365	It is fairly involving as far as it goes, the film doesn't quite offer much that is fresh to say about Catholicism or anything.	1
246	8aba8b2e7cafafbea261e002a	Proves mainly that South African filmmakers tend to make undemanding action movies similar to their Hollywood counterparts.	2
247	87b3e32d6f2544c75fd4a3fc6	A very funny couple two skittish New Yorkers stumble into a relationship and then struggle furiously with their fears and foibles.	3
248	38f81ce3f84767338ec260be5	Top-notch action powers a drama.	4
249	362c2647ee69590b1b71bcbe2	Beresford nicely mixes in as subtle pathos to take us on a sentimental journey of the heart.	3
250	f4205dd7c0ba6e4e29460f137	It really is a shame that more won't get an opportunity to see the sweet music	3
