	id	sentence	sentiment
138	39b705b2c4a132207ee9c747e	it's a great film despite its challenges.	4
139	1b25fc2d1e1466df7744ddb9e	Toy Story revolutionized the animation industry.	4
140	aa3145a6475feccc19ed1b26f	the director's thoughtful storytelling and emotional resonance.	3
141	8fb231886bfcce7ae7d485864	Pacino's acting skills are exceptional in this film.	4
142	4960d8629e499ce5f9e09eca4	it's a thrilling horror movie experience.	3
143	fe34823a772c1bec2ec694b4f	the story is a thrilling ride.	3
144	fe84ce55445ca7f3070824db1	a great comedy movie.	4
145	0a71d393a9d46e955d8c388e1	it masterfully captures the essence of her work.	3
146	5bd811e5427988431ad6f49fa	it's a loving tribute to classic rom-coms.	3
147	8e565b88688cbbebacfd5cdfe	it is a complex and nuanced album.	3
148	783652ae90ec72e68fdadf5aa	it is a poignant and complex exploration of human emotions.	4
149	f42a1e0ad07c1f0b1c25c914d	the supporting cast shines with nuanced performances.	3
150	2fb96c19164d82c535d49d12c	his performance in Dead Poets Society is a testament to his versatility as an actor.	3
151	ecaa55aa1d4a39857d55f9624	the film's emotional impact will still resonate with you.	3
152	1e81f8f402291154810589cdf	the film's unique setting and cinematography make it a standout.	3
153	79924563a1a4e7b67fe443072	it is a genuine expression of his artistic soul.	3
154	782dca9fd20b86779a739ef48	it must be pushed to its limits.	3
155	5e50938c313789024489cc0af	it's a mesmerizing spectacle that transcends the ordinary.	4
156	0f09158623132f5934d18f56f	her acting skills bring the characters to life.	4
157	ee723269e069bfed13ef2aba8	it explores the impact of technology on human relationships.	4
158	e90f1f88f26a7b9977b093259	a poignant exploration of her struggles and triumphs.	3
159	25d4e3e738e3cc88962c40823	he is a dominant force on the field.	4
160	5665a250fb99c7dcc2b633621	a thrilling action movie experience awaits.	4
161	4b4df25d3a1ab51c3f5098963	it's a powerful emotional experience.	3
162	f33dc0ae051446a22f5a34250	his affable nature yields more benefits than drawbacks.	3
163	a2425c1e0db889e16859149ac	it is a gripping and suspenseful crime drama.	4
164	e1bcec7838b556a1a99ecc983	a thrilling cinematic experience awaits.	2
165	dbf1bc4601f08c2cba0d5bacb	it's a darkly comedic exploration of human nature.	4
166	719a991bace9f9d20f8dd04a1	the cast and crew's passion shines through in the final product.	3
167	d6fa20c4c89259811df95c83c	it's a fascinating blend of horror and entertainment.	2
168	6822e216ac7eb0e3ec1c4a9ba	the story meanders unnecessarily.	1
169	e247466d0b1a1f5fadd975f15	it's a journey of self-discovery and gratitude.	3
170	7c8bcc8c6b0f9e4b0f77fb910	he prioritized short-term gains over long-term stability.	2
171	032b2223277bdb0b790edcf5b	the glamour of Hollywood is all about making stars.	3
172	6cdf1755f8f8e65ee99fd3c34	a fun and entertaining movie experience.	3
173	c692091e0023ba8b12543bc88	it's a cinematic masterpiece that will leave you numb.	1
174	bcd767fa17f071cb2c7afb44e	the timeless wisdom of Shakespeare remains as impactful and influential as ever.	4
175	3f83fd7406562b80474da0fdb	a thought-provoking exploration of the consequences.	4
176	f0261a2282e2001506ad742b2	it is a semi-autobiographical portrayal of his own experiences.	3
177	11166dc3f5323f5d3d3b44e49	it is a faithful adaptation of the original novel.	3
178	9a4af8bf68f8a0c79bfe26f47	a symphony of flavors unfolds on the palate.	3
179	6d7ce4f8ab92775541f8081db	it seeks justice and closure instead.	3
180	5d6c4e7b1814c1f57ce8cddff	it's a hilarious collection of comics.	3
181	abe70a30e16d9d484c466b8e5	he is pouring his heart and soul into the film.	3
182	a783db637c55bbfc3222fb976	the stories convey a sense of gentle power.	3
183	d0dd0c8c0a7a9f2b3d5558b65	the film's nostalgic value remains its strongest aspect.	2
184	66b47f10ba158b7147201c0d7	you'll likely recognize yourself and your loved ones in its relatable portrayal.	3
185	216d1007a309cb6cde265c8a9	it portrays the tumultuous adolescent experience with unflinching honesty.	3
186	386c90d4f9728ca16d8908b70	the on-screen romance between the actors was captivating.	2
187	eeca98fec255bc17717644990	the film's campy charm and over-the-top humor make it a fun watch.	3
188	7977025ed540a477bb5930bd5	it's a commentary on the human condition.	3
189	c2ccdcf2825b131e3665f6086	it is a fictionalized account of the Kennedy assassination.	2
190	18e9977f0d6c0884afb3ae03d	Mandy Moore's performance is a highlight of the film.	3
191	9c0a3b1cc89d49707537c82d9	it's a gripping portrayal of the city's tumultuous atmosphere.	3
192	a1ede8b937b68eedd379b0947	a promising start to a filmmaker's career.	3
193	30055913109a853ae9973d902	the film has some redeeming qualities.	2
194	e78b23f4a495dbe07da0aea43	he has mastered the art of storytelling.	4
195	b9f4cf82d3b280feb7d1035b0	the film's tone is delightfully nuanced.	3
196	86d88571fc9eca8aebb3c7eb7	try a slice of apple pie à la mode.	1
197	0b41da12426bc9291be302005	it's a chilling tale of faith and fear.	2
198	c02fdd178e6b2ad3313cf1899	is a powerful drama that highlights the country's darkest hour.	4
199	12b0ac815a5c155328082dae3	it's a hilarious stand-up comedy routine.	3
200	1a37dbdee7fff4fddea5ab28e	it's a unique movie experience.	3
201	809d7080e9d60901f126a6659	it's just a love story with a Mexican twist.	1
202	8ed5ef09a5b8a8563c0b3fce2	her unique perspective and artistic flair.	3
203	a5e4c2815061b76fbb8e50b21	the movie's strengths lie in its unexpected humor and talented ensemble.	4
204	81cd21648957f3058f48750c7	it leaves a lasting impression on the viewer.	4
205	8db7106a3a9dbef4ce6a110f3	it embodies the witty sophistication that defines his earlier works.	3
206	01ec1ba27ca37019a080f9c64	it's a cinematic experience that's hard to ignore.	3
207	070102e510ce3bac6edfddfb0	it's a gritty and realistic portrayal of urban life.	3
208	cf93aeff950d0dc6bd8310fa6	the film's self-aware humor and clever references are a treat for movie buffs.	3
209	a33453c8dcc1d6683f1e49df9	it's a unique opportunity to showcase creative synergy.	3
210	93608d8af0293f0d6b4d804b3	it ultimately succumbs to its own complexity.	1
211	7ee1b59d5edd9939d6c0c1f6a	it's a classic film that never gets old.	4
212	ea98e36e3584c6e8a6799af21	he always shows up exactly when needed.	4
213	c252334f99ebef026336158f3	a masterclass in storytelling and emotional depth.	2
214	276192c3e9febe1d8f169ceae	a masterpiece of emotional depth.	4
215	dd543a9ed879f8033bb55dd01	it's a cinematic experience that will keep you on the edge of your seat.	3
216	0568df3139a2560c954f5ba27	it's a fun movie for kids and nostalgic adults.	3
217	5c76379bffae8b18b73690cb9	it showcases the character's emotional depth and dark humor.	3
218	a0af64b79bfad0e5f287bb9db	the truth is hidden beneath the surface.	3
219	efccc6b985ac0ebfce6baef69	a cinematic masterpiece that will be remembered for years to come.	4
220	c7ddff3a1f67762ebd6214161	a heartwarming tale of neighborhood support and devotion.	3
221	e76fc8067ecc4998e1bc6090b	he has assembled a talented group of actors.	4
222	7c6f6283f9cff4260bdddeaf1	Max von Sydow's presence adds to the film's mystique.	3
223	b4921dc11388856116ae59937	it's a masterclass in atmospheric tension and suspenseful storytelling.	3
224	4e57747b39a0716147fe99a64	a delightful surprise for rom-com fans.	4
225	9efe6e9a9898dbe8748992aa7	it's a cinematic masterpiece that transcends traditional storytelling.	4
226	5955e085af6749fa81a2ff8e7	the first two-thirds of the film are a masterclass in storytelling.	4
227	011fcaa1148ee4366f829ff9f	it's a hilarious comedy.	3
228	b3a541050d45cdff47425b350	our moral compass is slightly skewed.	3
229	747c585d107ed084df8fc2f4b	it's a cautionary tale about the corrupting influence of wealth and power.	3
230	8b6eb8ab5f7ae23e1457de7a2	it's a heartwarming and relatable film.	3
231	5b2328f5f2a200893f9ae7ce1	it is a faithful adaptation of his original vision.	2
232	3bfcadf33ed25529d01bc2050	the lighter fare can still provide a satisfying cinematic experience.	3
233	835946fdb371bea6fa4ca312b	the book's impact on international relations is undeniable.	3
234	fce22cbd9c30fccee05abd720	it's just a simple story.	3
235	4feb4ddc5f2fef63d9107a73a	it's a sophisticated and humorous take on the genre.	3
236	681ecd849e9988418a901f397	it's a classic tale of a young girl's journey to find her place in the world.	1
237	438f635b11efa60380b368eb9	it's a cautionary tale about the devastating consequences of miscommunication and misunderstandings.	2
238	2936e60ad12a463ecc044fc3e	a poignant exploration of the human condition.	4
239	c258a489cbe5f8d5d1116da14	it masterfully captures the essence of Hollywood's glamorous underbelly.	2
240	1b47f39c09450235261e9f981	it conveys the harsh realities of war and its effects on human lives.	3
241	f5f3717108e7c4ee72ca0cbf2	it is a masterclass in storytelling and character development.	4
242	8696bbff37e3346a784e8a5b4	it is a more nuanced and emotionally resonant exploration of themes related to social class and identity.	2
243	938c38a72a189e68e1f8fe7d6	a cinematic work of art.	4
244	8514556a8ce5943ab469f83da	it's a cinematic exploration of modern urban isolation.	3
245	0e5611e2d3bd5b12564eba365	it relies too heavily on familiar tropes and themes.	1
246	8aba8b2e7cafafbea261e002a	they are just as capable of producing formulaic blockbusters.	2
247	87b3e32d6f2544c75fd4a3fc6	it's a heartwarming tale of love and self-discovery.	3
248	38f81ce3f84767338ec260be5	a sweeping love story unfolds.	4
249	362c2647ee69590b1b71bcbe2	a poignant exploration of human emotions.	3
250	f4205dd7c0ba6e4e29460f137	experience the joy of knowing her.	3
251	582c9d57db9f36c466f93d267	it was an immersive cinematic experience.	4
252	5c5a2f353d36d2f0de008bc5f	the impact of C.S. Lewis's apologetic writings has been immense.	3
253	6bcdf863303478f6bc2e3547e	a heartwarming cinematic experience that is genuinely uplifting.	3
254	d404356b193224b716eaf593f	the film's charm lies in Witherspoon's captivating performance.	3
255	f609d05c4a3c8a6f85ea3b3df	a poignant exploration of the complexities of family relationships.	3
256	04011235f84e3a29dc6827c31	a journey of introspection and exploration unfolds.	3
257	04c3031c88ca304489f2856b1	it may have been a reflection of his inner turmoil and creative struggles.	3
258	c59ca63b0d9efbe45b106eeba	a captivating tale of human emotions.	4
259	8ab4425ba24448f5b16d6c8f2	it cuts through the noise with biting irony.	3
260	eaafd541e946afc2fa96b54d5	it's a unique and innovative endeavor.	3
261	7fb8fe63236872cc4da1b9e3b	it sheds light on the sacrifices made by soldiers during the Vietnam War.	1
262	3a39faaba63dcbec5ac30bc9b	it's a fascinating documentary about the music industry's evolution.	3
263	f54c576222b98651092207969	it sets a new standard for storytelling and cinematic excellence.	4
264	0a3f40b8f960347038445fb4a	they provide a cathartic way to process and understand human emotions.	3
265	87fbfc2676c624885507d4d3f	it is a poignant portrayal of youthful disillusionment.	3
266	de57d9fc714c65c542c22b3d0	a true masterpiece of dark humor.	4
267	5a5d76ab25d351ac4830abd47	the movie is a masterpiece.	4
268	5710e6d11831ed11259c73f25	it is a masterpiece of twisted genius.	3
269	7e97ded412f1f27d5c995f629	a cinematic masterpiece that transcends its genre.	3
270	956e409de10b2577b8cbc75e1	is a cinematic masterpiece.	4
271	e7496edb0fb38814675106756	it's a documentary that critiques American gun culture through contrasting perspectives.	3
272	9baddb8b24767efc49316a342	it's the small details that make a big impact.	3
273	0be4c3c02dd4595b1119b7061	it's a play with a complex tone.	2
274	2ee405f675df1622ead3529a3	a visually stunning documentary about marine life.	4
275	d0d3eb63b2b0b5ddeb83a9378	it's a mixed bag of emotions.	2
276	d00e802a169ce8851957238f5	it explores the complexities of teenage relationships.	3
277	612dc62241f1fe557cb262a82	the performances are superb.	4
278	3b6e4e5135468941715e17383	it offers fresh perspectives on well-known issues.	2
279	866d31adde4a54a486803fa46	the lyrics were mediocre but not disastrous.	2
280	c29f5804494a9cbf868bb4bd4	a cinematic masterpiece that showcases Spielberg's exceptional direction.	4
281	bbc2b22be7989487dea550be8	it will gain a wider audience.	3
282	fbe20fc8a6909c27977354d89	the cinematography is a masterclass in visual storytelling.	3
283	2b9e950becf68c3fe74554a66	is a surreal and philosophical exploration of time and memory.	2
284	626c6821ef3b2cec079b1db88	the screen's emotional impact is heightened by the threat of mortality.	3
285	229e21aec421c3ee201373067	the entire ensemble is outstanding.	4
286	94391aef013cc7f0c7f9b762d	it was an excellent movie experience.	3
287	36642c8b1241668b69d19a86d	it stands out with its unique storytelling and characters.	3
288	c8d618e47ecb494e7dae28d3b	it's a cinematic masterpiece.	4
289	68e85838e7de303f56bb09f09	it's a culinary love story that will tantalize your taste buds.	3
290	b96bc979f62dfedf5b0db4ca6	it's a captivating narrative.	4
291	e64eb72a6500dc7aa36a3aead	it's a wickedly funny commentary on American culture.	3
292	8e80a1875b25e62ca69f7ab9e	a thrilling experience awaits.	3
293	1e9fe640104864fe204320a0d	the film's narrative would be more cohesive and engaging.	2
294	2bb0148a16ac067997b39803e	your true self is always with you.	4
295	34bb278d888233e92fb98da20	buying the ticket might not be worth the cost.	1
296	b31d68e73bf85fa5289c1bf7b	it's a masterclass in storytelling.	4
297	fe720d93ffff7df22380a7485	the comedy club's secret room is a treasure trove of behind-the-scenes humor.	4
298	6b4ba725d2fe3f5113e3790ab	it's a musical with complex themes and entertainment.	3
299	c424a76203fbfa38c6ab1a12a	it's a unique exploration of Paul's inner world.	3
300	6f66757b1ef943032c461f0a9	it's a delightful underdog story that shines with its sincerity.	4
301	0fe2d6c36ded3a67c085769e0	she masterfully explores the complexities of toxic masculinity.	3
302	f8fd7b8414ae7234c0f76700c	he has already made a significant impact in the film industry.	3
303	02dbca7598ea4ddfd68b508af	it's a must-see film for any cinephile.	4
304	a47b4d23d99d47b90b1d5960b	it's a humble and unpretentious composition.	4
305	e8ab2ac260d8512e78a16fd69	it inspires others to be energetic and lively.	3
306	bc7bcc671bb549df4a64251cd	a glimpse into a dystopian world is offered.	3
307	e3e1151b4603c066b2c4224bd	it has earned a special spot in my digital soul.	2
308	ea059eaeca7a211e6b98878b4	a breath of fresh air in the genre.	4
309	732cfd92c2a1339860338ce78	it presents a nuanced portrayal of black masculinity.	4
310	8d6610833d65e29a8ba4bfd92	it embodies the spirit of self-expression and community building.	3
311	5d20bd5f1e0702164d31bac33	it's a nod to the gritty and atmospheric style of film noir.	2
312	24db3c95d7ad20088f805733c	it could have been edited more efficiently.	1
313	9ecdbe38f9898ddc1e3b63912	a whimsical story of romance, yearning, and civic engagement.	4
314	e48f573450332d877da7fa12d	it's a poignant portrayal of human vulnerability.	3
315	2ff0230724bd3f1f7974a9edf	a poignant reflection of the human condition.	3
316	cc2f1e9d6ee32c5ba50eb2aaa	he is a master of his craft.	4
317	1f605c2949dfed56367b4290e	the film's technical achievements overshadow its narrative shortcomings.	3
318	490eef7433206b14690baa2c7	it relies on genuine emotional resonance to engage the audience.	3
319	cab84e8a993b92f6047783322	a newfound appreciation for life's simple joys has taken hold.	3
320	167e370bd151b6cabf7b7bc0b	it defies conventional understanding.	3
321	d92b02e5e58066b28eebbec1a	it's a complex and unpredictable phenomenon.	3
322	dc9af564c83ecb4234f303320	it is a masterpiece of cinematic storytelling.	4
323	16788446cb8f536dcfb742a37	human resilience in the face of adversity.	2
324	810a7aac3caff88ce1ae0b5b5	it's more like a concentrate.	1
325	54386010fd0886823e42ab81b	it is a nuanced exploration of the country's rapid transformation.	3
326	6a24f4bb295b177c99a80516c	it's a noble effort to avoid common pitfalls.	2
327	316129544a03f9212d009a970	he brings a level of depth to the character that's unparalleled.	4
328	a5eeae540cea6f41918b04e4d	the power of creativity is limitless.	4
329	b50a4f457c9bfd55f3ad87acb	a vibrant and innovative filmmaking tradition.	3
330	6c03bc9d3c0c1beaf266372f6	he creates an atmosphere of emotional connection.	4
331	8f07e75dc22ed3e7a91eb5937	it highlights the importance of human interaction in a digital age.	3
332	31f20fb2d567d5c4e656860f1	he's a legendary actor with a iconic voice.	3
333	d30b617313c3e2520bfc6560d	he's a talented actor and director.	3
334	c7412c2f949abc5e77ff821a1	is a great example of method acting.	2
335	e2b0b7fe1c767c874a494327a	it's really awesome.	3
336	e74c5a22c5a7b407b7b5d8aad	it's a cinematic portrayal of their struggles and triumphs.	3
337	c8d16b16862ebc2dd044e12f6	it's a cinematic guilty pleasure.	2
338	c7ee1287ff9f196e1c1e763cc	a cinematic experience that defies genre conventions.	4
339	868d285ca2728de7a4d3cfd86	I'm excited to watch a film with my family.	3
340	184a037b6d99c416c442ed6e9	the movie was a delightful romantic comedy.	4
341	90d96c639f094ab2a7c43e3ea	Caine's acting skills remain unparalleled.	3
342	a91c7100a6293f3c72ab3936a	a nuanced portrayal of a complex character.	3
343	00ba360553b12b20ef1182c33	a poignant exploration of human existence.	3
344	f9d0fcc0e1d77018e0ae9fa7e	is about to hit the theaters.	4
345	b78a16c9f16b151f7009d0a75	it offers a rich and thought-provoking cinematic experience.	4
346	de0807cfd6fc6953601ba59cc	a cinematic masterpiece that captures the essence of its era.	3
347	54d505d32842d444295cdc877	it highlights the value of our unique skills in making a positive impact.	3
348	18f2d13a228ede5104fd04f51	emotions can transcend boundaries and unite individuals.	3
349	68e8cabb9048606143b4c2aea	it's a delightful B-movie romp.	4
350	2fb006e5393ec75366ccc97fb	this book is a fascinating critique of modern society.	3
351	c02a1dc95ea56dfb0760375b7	the film's flaws are overshadowed by its strengths.	3
352	430305fbb6fe0a43547e0484e	is a cinematic experience that will leave you breathless.	4
353	cf7cdaaa7746992e2be83300a	a heartfelt memorial to the bravery and loss of the NYPD.	4
354	d49a6eb688d84360c9fd30f12	the film's tone is both laid-back and emotionally resonant.	3
